route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
590,0000000822020091420210610,0003441882020091420210610,Castellano Centro,1,D402_R5328d_Ritorno_sub2,1
590,0000000822020091420210610,0003441892020091420210610,Castellano Centro,1,D402_R5328d_Ritorno_sub2,1
590,0000000822020091420210610,0003441902020091420210610,Castellano Centro,1,D402_R5328d_Ritorno_sub2,1
590,0000000822020091420210610,0003441912020091420210610,Lago di Cei Bellaria,1,D409_R5332b_Ritorno_sub2,1
590,0000000822020091420210610,0003441922020091420210610,Castellano Centro,1,D414_R5334a_Ritorno_sub2,1
601,0000000662020091420210610,0003441932020091420210610,Villa Lagarina Via Alpini,0,D378_R5320b_Ritorno_sub2,2
601,0000000822020091420210610,0003441942020091420210610,Villa Lagarina Via Alpini,0,D378_R5320b_Ritorno_sub2,2
601,0000000662020091420210610,0003441952020091420210610,Villa Lagarina Via Alpini,0,D378_R5320b_Ritorno_sub2,2
601,0000000592020091420210610,0003441962020091420210610,Villa Lagarina Via Alpini,0,D378_R5320b_Ritorno_sub2,2
601,0000000662020091420210610,0003441972020091420210610,Villa Lagarina Via Alpini,0,D378_R5320b_Ritorno_sub2,2
601,0000000822020091420210610,0003441982020091420210610,Villa Lagarina Via Alpini,0,D120_E5363d_sub2,2
601,0000000592020091420210610,0003441992020091420210610,Villa Lagarina Via Alpini,0,D120_E5363d_sub2,2
590,0000000662020091420210610,0003442022020091420210610,Isera Cimitero,0,D336_R5301d_Andata_PRINCIPALE_sub1,1
590,0000000662020091420210610,0003442032020091420210610,Isera Cimitero,0,D336_R5301d_Andata_PRINCIPALE_sub1,1
590,0000000662020091420210610,0003442042020091420210610,Isera Cimitero,0,D336_R5301d_Andata_PRINCIPALE_sub1,1
590,0000000662020091420210610,0003442052020091420210610,Isera Cimitero,0,D340_R5303d_Andata_sub1,1
590,0000000662020091420210610,0003442062020091420210610,Isera Cimitero,0,D340_R5303d_Andata_sub1,1
590,0000000662020091420210610,0003442072020091420210610,Isera Cimitero,0,D340_R5303d_Andata_sub1,1
590,0000000662020091420210610,0003442082020091420210610,Isera Cimitero,0,D340_R5303d_Andata_sub1,1
590,0000000662020091420210610,0003442092020091420210610,Lenzima,0,D347_R5305j_Andata_sub2,1
590,0000000662020091420210610,0003442102020091420210610,Lenzima,0,D347_R5305j_Andata_sub2,1
590,0000000822020091420210610,0003442112020091420210610,Lenzima,0,D347_R5305j_Andata_sub2,1
590,0000000662020091420210610,0003442122020091420210610,Lenzima,0,D357_R5307h_Andata_sub2,1
590,0000000822020091420210610,0003442132020091420210610,Lenzima,0,D357_R5307h_Andata_sub2,1
590,0000000672020091420210610,0003442142020091420210610,Stazione Fs,0,D363_R5311b_Andata_sub2,1
590,0000000592020091420210610,0003442152020091420210610,Stazione Fs,0,D370_R5313c_Andata_sub2,1
590,0000000662020091420210610,0003442162020091420210610,Isera Cimitero,0,D376_R5319a_Andata_sub1,1
590,0000000662020091420210610,0003442172020091420210610,Isera Cimitero,0,D380_R5321a_Andata_sub1,1
590,0000000822020091420210610,0003442182020091420210610,Stazione Fs,0,D246_N5317_Andata_sub2,1
590,0000000662020091420210610,0003442192020091420210610,Stazione Fs,0,D246_N5317_Andata_sub2,1
590,0000000662020091420210610,0003442202020091420210610,Isera Cimitero,0,D393_R5325_Andata_sub2,1
590,0000000822020091420210610,0003442212020091420210610,Lenzima,0,D403_R5329a_Andata_sub2,1
