,AddressID,StopId,Latitude,Longitude,Altitude
0,0.0,,11.111428140771086,46.13979665068481,
1,1.0,,11.106639504499894,46.15356728074421,
2,2.0,,11.096854210493252,46.14811056416327,
3,3.0,,11.11867249384243,46.21425992031754,
4,4.0,,11.120071411726162,46.21604742113538,
5,5.0,,11.127350324192488,46.20661229117257,
6,6.0,,11.087624429371784,46.21610309842586,
7,7.0,,11.094517706968276,46.21245958241063,
8,8.0,,11.093116402922714,46.21346390439162,
9,9.0,,11.02875,45.8805278,
10,10.0,,11.03036572611154,45.896175282432274,
11,11.0,,11.044299836454002,45.90421911950808,
12,12.0,,11.031902417860465,45.8675281353871,
13,13.0,,11.008448922615116,45.84133938920707,
14,14.0,,11.043776690807363,45.89383120606002,
15,15.0,,11.04421812261512,45.88700893072052,
16,16.0,,11.070399481792492,45.88365364364294,
17,17.0,,11.020309774135626,45.87202945143379,
18,18.0,,11.040281016146878,45.88226500641319,
19,19.0,,11.043363036887968,45.89102037579931,
20,20.0,,11.033651829062546,45.88445275840435,
21,21.0,,11.036815184130887,45.90050916437712,
22,22.0,,11.023286167216156,45.88477528345004,
23,23.0,,11.03489086508182,45.89125332494616,
24,24.0,,11.001933217048647,45.861171706692836,
25,25.0,,11.039904616532908,45.89177380040726,
26,26.0,,11.031688259394059,45.91594639958107,
27,27.0,,11.015673193887324,45.86630335827336,
28,28.0,,11.135137084143805,46.19131219731996,
29,29.0,,11.133782863353856,46.192586343220725,
30,30.0,,11.127080654939277,46.01983619754026,
31,31.0,,11.12804971230321,46.044433415996814,
32,32.0,,11.119315767528406,46.058020904033015,
33,33.0,,11.121399842327946,46.07043395910254,
34,34.0,,11.117693389024225,46.094653868146885,
35,35.0,,11.12375366752849,46.06345393738132,
36,36.0,,11.119203004368615,46.063653753791996,
37,37.0,,11.119624973661725,46.083939246923265,
38,38.0,,11.112932473016372,46.10407094472173,
39,39.0,,11.126252122229062,46.03316279422745,
40,40.0,,11.116027144580812,46.06137765005302,
41,41.0,,11.125761136176266,46.071784324082046,
42,42.0,,11.12382177686004,46.07538723420181,
43,43.0,,11.126987115869156,46.06753791402558,
44,44.0,,11.13094278895494,46.05627509524844,
45,45.0,,11.119849430688419,46.07023563810641,
46,46.0,,11.135349258821861,46.054586705531555,
47,47.0,,11.118583717279193,46.09010372321067,
48,48.0,,11.119020308598351,46.06632943181332,
49,49.0,,11.121911281089751,46.072996732945235,
50,50.0,,11.109941605738777,46.07516784166884,
51,51.0,,11.109325880468887,46.07508100896583,
